stationID,date,time,precip_past1h,temp_mean_past1h,humidity_past1h,wind_speed,pressure
6069,04/01/2016,22,0,-3.3,70.7,4.1,991.9
6069,04/01/2016,23,0,-3.2,70.7,3.8,992.2
6069,05/01/2016,0,0,-3.1,69,3.8,992.2
6069,05/01/2016,1,0,-2.7,69.9,4.3,992.3
6069,05/01/2016,2,0,-2.8,72.7,4.2,992.3
6069,05/01/2016,3,0,-2.9,75.1,3.9,992.4
6069,05/01/2016,4,0,-2.8,74.8,3.8,992.6
6069,05/01/2016,5,0,-2.8,72,4.2,992.6
6069,05/01/2016,6,0,-2.7,71.2,4.3,992.8
6069,05/01/2016,7,0,-2.5,72.6,4.4,993.1
6069,05/01/2016,8,0,-2.6,75.5,3.8,993.5
6069,05/01/2016,9,0,-2,75.3,4,994.2
6069,05/01/2016,10,0,-1.4,79.3,4.3,994.8
6069,05/01/2016,11,0,-1.1,79.8,5.4,995.2
6069,05/01/2016,12,0,-0.7,67.9,5.8,995.3
6069,05/01/2016,13,0,-0.5,55.5,6.7,995.4
6069,05/01/2016,14,0,-1.1,60.6,5.4,995.5
6069,05/01/2016,15,0,-2.3,68.3,4.5,995.8
6069,05/01/2016,16,0,-3,70.4,3.8,996.3
6069,05/01/2016,17,0,-3.4,73.3,3.7,996.7
6069,05/01/2016,18,0,-3.7,71.8,2.9,997.2
6069,05/01/2016,19,0,-4,74.8,2.6,997.3
6069,05/01/2016,20,0,-3.4,78,3.5,997.6
6069,05/01/2016,21,0,-3.4,78.8,4,997.9
6069,05/01/2016,22,0,-4,72.3,3.2,998
6069,05/01/2016,23,0,-4.8,75.2,2.1,998.1
6069,06/01/2016,0,0,-5.8,80.2,1.1,998.1
6069,06/01/2016,1,0,-5.4,83.8,1.9,998.2
6069,06/01/2016,2,0,-5.5,85.3,2.3,998.4
6069,06/01/2016,3,0,-5.1,86.1,3,998.7
6069,06/01/2016,4,0,-5.5,88.6,2.8,998.6
6069,06/01/2016,5,0,-5.4,89.5,2.9,998.8
6069,06/01/2016,6,0,-5.4,88.5,2.8,998.9
6069,06/01/2016,7,0,-5.6,90.3,2.2,999.1
6069,06/01/2016,8,0,-6.1,94,1.7,999.2
6069,06/01/2016,9,0,-5.2,93.6,2.7,999.7
6069,06/01/2016,10,0,-3.9,87.8,3.1,1000.2
6069,06/01/2016,11,0,-2.7,84.1,3.4,1000.2
6069,06/01/2016,12,0,-2.2,79,3.9,1000
6069,06/01/2016,13,0,-2.4,78.4,4,1000.1
6069,06/01/2016,14,0,-2.5,77.9,3.9,1000.2
6069,06/01/2016,15,0,-2.7,77.9,3.4,1000.2
6069,06/01/2016,16,0,-3.4,79.5,3.6,1000.3
6069,06/01/2016,17,0,-3.5,81.3,3.3,1000.2
6069,06/01/2016,18,0,-3.1,80.1,3.1,1000.3
6069,06/01/2016,19,0,-2.8,76.7,3.5,1000.4
6069,06/01/2016,20,0,-2.8,75.6,4.2,1000.2
6069,06/01/2016,21,0,-3.2,76.8,3.8,1000.1
6069,06/01/2016,22,0,-3.7,80.2,3.6,999.8
6069,06/01/2016,23,0,-3.3,82.6,3.9,999.4
6069,07/01/2016,0,0,-3.2,85.9,3.7,999.4
6069,07/01/2016,1,0,-3.3,88.3,3.6,999.1
6069,07/01/2016,2,0,-3.4,88.9,2.9,998.9
6069,07/01/2016,3,0,-4.4,92.5,2.2,998.6
6069,07/01/2016,4,0,-5.1,95.9,1.6,998.1
6069,07/01/2016,5,0,-4.3,96.1,3.3,997.6
6069,07/01/2016,6,0,-3.4,95,4.2,997.4
6069,07/01/2016,7,0,-3.2,93.9,4.6,997.2
6069,07/01/2016,8,0,-3.4,92.9,4.3,996.8
6069,07/01/2016,9,0,-3.4,89,4.3,996.5
6069,07/01/2016,10,0,-3,84.3,4.8,995.9
6069,07/01/2016,11,0,-2.7,84.9,5.3,995
6069,07/01/2016,12,0,-2.3,91.3,5.4,994.2
6069,07/01/2016,13,0,-1.8,94.4,4.6,993.8
6069,07/01/2016,14,0,-1.1,83.2,5.1,993.5
6069,07/01/2016,15,0,-1,69.7,6.2,992.9
6069,07/01/2016,16,0,-1.4,64.7,5.9,992.2
6069,07/01/2016,17,0,-1.4,62.3,7.6,991.4
6069,07/01/2016,18,0,-1.3,62,7.6,990.8
6069,07/01/2016,19,0,-1,65.8,6.7,990.4
6069,07/01/2016,20,0,-0.8,71.8,7.3,990.1
6069,07/01/2016,21,0,-0.9,73.1,7.7,989.7
6069,07/01/2016,22,0,-1.1,77,7.5,988.9
6069,07/01/2016,23,0,-1.2,81.6,7.3,987.9
6069,08/01/2016,0,0,-1.2,84,6.8,987.1
6069,08/01/2016,1,0,-1.2,85.8,6.4,986
6069,08/01/2016,2,0,-0.9,86.5,6.6,985.4
6069,08/01/2016,3,0,-1,93.6,6,984.8
6069,08/01/2016,4,0,-0.7,95.9,5.5,984
6069,08/01/2016,5,0,-0.8,97,5.3,983.3
6069,08/01/2016,6,0,-0.5,97,5.1,982.8
6069,08/01/2016,7,0,-0.5,97,5.5,982.7
6069,08/01/2016,8,0,-0.4,97,5.3,982.9
6069,08/01/2016,9,0,-0.4,97,5.3,983.2
6069,08/01/2016,10,0,-0.3,97,5,983.6
6069,08/01/2016,11,0,-0.1,97,3.7,984.1
6069,08/01/2016,12,0,0,97,2.8,984.6
6069,08/01/2016,13,0,-0.3,97,2.8,985.3
6069,08/01/2016,14,0,-0.5,97,3,986.3
6069,08/01/2016,15,0,-0.7,97,3,987.3
6069,08/01/2016,16,0,-0.8,97,2.7,988.4
6069,08/01/2016,17,0,-1.2,97,2.2,989.2
6069,08/01/2016,18,0,-1.4,97,2.4,989.6
6069,08/01/2016,19,0,-1.5,97,1.8,990.5
6069,08/01/2016,20,0,-1.6,97,1.3,991.2
6069,08/01/2016,21,0,-1.7,97,1.2,991.5
6069,08/01/2016,22,0,-1.8,97,1.4,991.8
6069,08/01/2016,23,0,-2,97,0.8,992
6069,09/01/2016,0,0,-2.1,97,0.7,991.8
6069,09/01/2016,1,0,-2.1,97,0.8,992
6069,09/01/2016,2,0,-2,97,0.4,992.4
6069,09/01/2016,3,0,-1.9,97,1.5,992.3
6069,09/01/2016,4,0,-1.8,97,2,992
6069,09/01/2016,5,0,-1.4,97,3.1,991.6
6069,09/01/2016,6,0,-1.1,97,3.6,991.4
6069,09/01/2016,7,0,-0.9,97,4.1,991.2
6069,09/01/2016,8,0,-0.6,97,4,991.2
6069,09/01/2016,9,0,-0.2,97,4.2,991.2
6069,09/01/2016,10,0,-0.1,97,4.1,991.2
6069,09/01/2016,11,0,0.1,97,3.8,991.2
6069,09/01/2016,12,0.7,0.2,97,3.5,991.1
6069,09/01/2016,13,1.9,0.5,97,3.2,990.7
6069,09/01/2016,14,2.3,0.4,97,3.3,990.4
6069,09/01/2016,15,2.6,0.4,97,3.5,990.4
6069,09/01/2016,16,0,0.6,97,3.5,990.2
6069,09/01/2016,17,0,0.8,97,4.4,990
6069,09/01/2016,18,0,0.9,97,3.4,989.7
6069,09/01/2016,19,0,0.9,97,2.7,989.5
6069,09/01/2016,20,0,0.9,97,2.5,989.4
6069,09/01/2016,21,0,1.1,97,3.4,989.3
6069,09/01/2016,22,0,1.1,97,4.6,988.7
6069,09/01/2016,23,0,1.1,97,4.8,988.3
6069,10/01/2016,0,0,1.2,97,5.7,987.9
6069,10/01/2016,1,0,1.3,97,5.2,987.4
6069,10/01/2016,2,0,1.4,97,5,986.6
6069,10/01/2016,3,0,1.5,97,5.2,985.9
6069,10/01/2016,4,0,1.5,97,5.8,985.1
6069,10/01/2016,5,0,1.4,97,6.4,984.4
6069,10/01/2016,6,0,1.4,97,6.5,983.7
6069,10/01/2016,7,0,1.5,97,7.1,983
6069,10/01/2016,8,0,1.5,97,7.1,982.5
6069,10/01/2016,9,0,1.3,96.7,7,982.3
6069,10/01/2016,10,0,1.3,95.3,7.2,982.4
6069,10/01/2016,11,0,1.3,95.2,7.8,982.2
6069,10/01/2016,12,0,0.9,96.7,7.3,981.8
6069,10/01/2016,13,0,0.3,97,6.2,981.4
6069,10/01/2016,14,0,0.4,97,6.2,981.1
6069,10/01/2016,15,0,0.4,97,5.7,981
6069,10/01/2016,16,0,0.5,97,6.3,981.1
6069,10/01/2016,17,0,0.7,97,5.7,980.9
6069,10/01/2016,18,0,0.9,97,4.8,981
6069,10/01/2016,19,0,1,97,3.9,980.9
6069,10/01/2016,20,0,1.2,97,3.4,981
6069,10/01/2016,21,0,1.5,97,3.1,980.8
6069,10/01/2016,22,0,1.6,97,3,980.8
6069,10/01/2016,23,0,1.6,97,3.5,980.6
6069,11/01/2016,0,0,1.8,97,3.5,980.4
6069,11/01/2016,1,0,2,97,3.3,980.3
6069,11/01/2016,2,0,2,97,2.1,980.4
6069,11/01/2016,3,0,1.7,97,1.7,980.4
6069,11/01/2016,4,0,0.9,97,0.6,980.1
6069,11/01/2016,5,0,0.6,97,1.3,980
6069,11/01/2016,6,0,0.8,97,0.9,980
6069,11/01/2016,7,0,1.2,97,2.2,980
6069,11/01/2016,8,0,1.5,97,2.7,980.1
6069,11/01/2016,9,0,1.7,97,2.6,980.6
6069,11/01/2016,10,0,1.9,97,2.9,980.7
6069,11/01/2016,11,0,2.2,97,3.5,981
6069,11/01/2016,12,0,2.3,97,3.7,981
6069,11/01/2016,13,0,2.1,97,3.2,981
6069,11/01/2016,14,0,2.1,97,3.1,980.8
6069,11/01/2016,15,0,2,97,2.6,980.8
6069,11/01/2016,16,0,1.9,97,1.7,980.8
6069,11/01/2016,17,0,1.6,97,2.3,980.7
6069,11/01/2016,18,0,1.6,97,2,980.6
6069,11/01/2016,19,0,1.4,97,2.2,980.4
6069,11/01/2016,20,0,1.3,97,2.5,980.3
6069,11/01/2016,21,0,1.2,97,3,980.5
6069,11/01/2016,22,0,1.3,97,3.2,980.7
6069,11/01/2016,23,0,1.2,97,3.5,980.9
6069,12/01/2016,0,0,1.1,97,3.6,980.8
6069,12/01/2016,1,0,0.8,97,3.5,980.9
6069,12/01/2016,2,0,0.9,97,2.9,980.8
6069,12/01/2016,3,0,0.8,97,2.8,981.1
6069,12/01/2016,4,0,0.7,97,3.2,981.1
6069,12/01/2016,5,0,0.6,97,2.7,981.1
6069,12/01/2016,6,0,0.6,97,2,981.2
6069,12/01/2016,7,0,0.6,97,1.8,981.5
6069,12/01/2016,8,0,0.8,97,2.2,981.8
6069,12/01/2016,9,0,0.9,97,2,982.3
6069,12/01/2016,10,0,1.1,97,2.5,982.8
6069,12/01/2016,11,0,1.3,97,2.8,983.2
6069,12/01/2016,12,0,1.5,97,2.6,983.3
6069,12/01/2016,13,0,1.5,97,2.8,983.4
6069,12/01/2016,14,0,1.4,97,3,983.5
6069,12/01/2016,15,0,1.4,97,2.8,983.9
6069,12/01/2016,16,0,1.4,97,3,984.3
6069,12/01/2016,17,0,1.6,97,3.4,984.6
6069,12/01/2016,18,0,1.7,97,3.7,984.9
6069,12/01/2016,19,0,1.7,97,3.9,985.1
6069,12/01/2016,20,0,1.7,97,3.7,985.5
6069,12/01/2016,21,0,1.6,97,3.7,986
6069,12/01/2016,22,0,1.3,97,3.5,986.6
6069,12/01/2016,23,0,1.2,97,3.1,987.1
6069,13/01/2016,0,0,1.3,97,3.2,987.8
6069,13/01/2016,1,0,1.2,97,2.8,988.2
6069,13/01/2016,2,0.1,1.3,97,2.5,988.9
6069,13/01/2016,3,0,1.2,97,2.9,989.8
6069,13/01/2016,4,0,0.8,94.5,2.7,990.8
6069,13/01/2016,5,0,0.1,93.5,2.9,991.6
6069,13/01/2016,6,0,-0.2,90.1,2.4,992.6
6069,13/01/2016,7,0,-0.4,86.2,2.5,993.6
6069,13/01/2016,8,0,-0.8,84.8,2.3,994.5
6069,13/01/2016,9,0,-1.1,82.6,2.8,995.4
6069,13/01/2016,10,0,-1.1,78.5,1.3,996.7
6069,13/01/2016,11,0,-1.1,79.2,1.1,997.4
6069,13/01/2016,12,0,-1.1,78.2,1.9,997.9
6069,13/01/2016,13,0,-1,76.1,1.9,998.3
6069,13/01/2016,14,0,-1.2,74.3,2.1,998.7
6069,13/01/2016,15,0,-1.4,74.1,2.1,999.1
6069,13/01/2016,16,0,-1.6,76.6,2.4,999.3
6069,13/01/2016,17,0,-1.8,78.9,2.1,999.6
6069,13/01/2016,18,0,-2.4,90.1,2.8,999.4
6069,13/01/2016,19,0,-2.4,92.2,3.3,999.2
6069,13/01/2016,20,0,-2.5,94.4,3.3,999.2
6069,13/01/2016,21,0,-2.4,95.6,3.4,999.2
6069,13/01/2016,22,0,-2.2,95.6,2.8,999
6069,13/01/2016,23,0,-2.1,95.6,2.8,998.9
6069,14/01/2016,0,0,-1.7,95.9,2.8,998.5
6069,14/01/2016,1,0,-1.2,96.7,3,998.1
6069,14/01/2016,2,0,-0.7,96.7,3.4,997.9
6069,14/01/2016,3,0,-0.6,96.7,3,997.8
6069,14/01/2016,4,0,-0.6,97,2.1,997.6
6069,14/01/2016,5,0,-0.7,97,1.9,997.7
6069,14/01/2016,6,0,-0.9,97,2.3,997.6
6069,14/01/2016,7,0,-1.1,97,2.5,997.4
6069,14/01/2016,8,0,-1,97,3,997.6
6069,14/01/2016,9,0,-1.3,97,4,997.9
6069,14/01/2016,10,0,-1.4,97,4.2,998.2
6069,14/01/2016,11,0,-1.2,97,3.8,998.2
6069,14/01/2016,12,0,-1.5,97,3.8,997.9
6069,14/01/2016,13,0,-1.7,97,3.6,997.6
6069,14/01/2016,14,0,-1.9,97,3.6,997.3
6069,14/01/2016,15,0,-2.1,95.4,4.5,997.3
6069,14/01/2016,16,0,-2,94.5,4.3,997.4
6069,14/01/2016,17,0,-1.9,94.7,4,997.4
6069,14/01/2016,18,0,-1.9,95.6,4.2,997.4
6069,14/01/2016,19,0,-1.7,95.6,3.8,997.3
6069,14/01/2016,20,0,-1.5,95.6,3.9,997.4
6069,14/01/2016,21,0,-1.5,95.6,4.3,997.8
6069,14/01/2016,22,0,-1.7,95.6,4,997.9
6069,14/01/2016,23,0,-1.8,95,4,998.1
6069,15/01/2016,0,0,-2.1,93.6,3.6,998.5
6069,15/01/2016,1,0,-2.2,93.3,3.3,998.6
6069,15/01/2016,2,0,-2.1,93.3,2.5,998.8
6069,15/01/2016,3,0,-2,90,2.7,999
6069,15/01/2016,4,0,-2.1,86.2,2.8,999.4
6069,15/01/2016,5,0,-2.3,84.9,2.7,1000
6069,15/01/2016,6,0,-2.4,81.1,2.8,1000.4
6069,15/01/2016,7,0,-2.5,81,2.5,1000.8
6069,15/01/2016,8,0,-2.5,81.9,1.8,1001.5
6069,15/01/2016,9,0,-2.7,82.3,1.4,1002.2
6069,15/01/2016,10,0,-3.2,81.7,1.6,1003
6069,15/01/2016,11,0,-3.5,78.7,1.1,1003.5
6069,15/01/2016,12,0,-2.8,69.8,1.3,1003.8
6069,15/01/2016,13,0,-2.8,68.7,1.2,1004.1
6069,15/01/2016,14,0,-2.9,70.3,2.1,1004.6
6069,15/01/2016,15,0,-4.2,72.4,2.1,1004.9
6069,15/01/2016,16,0,-5.2,74.2,1.5,1005.4
6069,15/01/2016,17,0,-6,75.9,1.1,1005.7
6069,15/01/2016,18,0,-6.5,78.3,0.9,1006.1
6069,15/01/2016,19,0,-7.1,82,0.3,1006.2
6069,15/01/2016,20,0,-7.9,85.1,0,1006.4
6069,15/01/2016,21,0,-8.7,89,0,1006.4
6069,15/01/2016,22,0,-8.9,91.7,0.3,1006.8
6069,15/01/2016,23,0,-8.8,92.2,0,1007.3
6069,16/01/2016,0,0,-7.7,92.7,0.2,1007.3
6069,16/01/2016,1,0,-6.1,92.6,0.5,1007.5
6069,16/01/2016,2,0,-5.5,87.3,0.8,1007.7
6069,16/01/2016,3,0,-5.5,90.8,1.2,1007.8
6069,16/01/2016,4,0,-5.5,91.3,0.2,1007.7
6069,16/01/2016,5,0,-4.8,89.2,1,1007.4
6069,16/01/2016,6,0,-4.5,82.2,1.8,1007.1
6069,16/01/2016,7,0,-4.2,87.2,1.7,1007
6069,16/01/2016,8,0,-4.3,91.6,1.9,1007.1
6069,16/01/2016,9,0,-3.8,93.6,1.5,1007.2
6069,16/01/2016,10,0,-3.7,93.6,1.2,1007.2
6069,16/01/2016,11,0,-2.7,93.3,1.4,1007.1
6069,16/01/2016,12,0.1,-1.5,88.8,1.4,1007.2
6069,16/01/2016,13,0.1,-1.5,86.5,0.8,1007.1
6069,16/01/2016,14,0.9,-0.8,79.6,0.3,1007.1
6069,16/01/2016,15,0.2,-2,81.9,0.7,1007.3
6069,16/01/2016,16,0,-2.7,89.4,0.8,1007.8
6069,16/01/2016,17,0,-2.7,90,1.1,1008.2
6069,16/01/2016,18,0,-2.3,90.5,2.6,1008.9
6069,16/01/2016,19,0,-2.7,93.2,3.8,1009.8
6069,16/01/2016,20,0,-3.7,90.3,2.9,1010.6
6069,16/01/2016,21,0,-4.5,84.7,3.2,1011.3
6069,16/01/2016,22,0,-4.6,81.3,2.5,1011.8
6069,16/01/2016,23,0,-4.5,81,2.2,1012.3
6069,17/01/2016,0,0,-5.6,83.2,1.9,1012.6
6069,17/01/2016,1,0,-6.7,86.2,1.4,1012.7
6069,17/01/2016,2,0,-7.4,88.1,1.1,1012.9
6069,17/01/2016,3,0,-7.8,91.1,1,1013.2
6069,17/01/2016,4,0,-8.2,93.6,0.4,1013.2
6069,17/01/2016,5,0,-8.9,95,0,1013.1
6069,17/01/2016,6,0,-9.9,95.5,0,1013.2
6069,17/01/2016,7,0,-9.9,95.4,0,1013.3
6069,17/01/2016,8,0,-9,95.5,0.4,1013.5
6069,17/01/2016,9,0,-8.5,95.5,0.1,1013.8
6069,17/01/2016,10,0,-6.7,95.5,0.1,1014.4
6069,17/01/2016,11,0,-4.6,87.4,0.8,1015.1
6069,17/01/2016,12,0,-3.3,77.6,1.6,1015.2
6069,17/01/2016,13,0,-2.8,77.2,0.6,1014.8
6069,17/01/2016,14,0,-2.1,73.2,0.8,1014.7
6069,17/01/2016,15,0,-2.1,70.1,0.6,1014.4
6069,17/01/2016,16,0,-3,71.8,0.3,1014
6069,17/01/2016,17,0,-5.2,80.9,0.1,1013.8
6069,17/01/2016,18,0,-6.4,89.6,0.3,1013.4
6069,17/01/2016,19,0,-7.3,93.4,0.5,1013.1
6069,17/01/2016,20,0,-6.8,94.1,0.9,1012.8
6069,17/01/2016,21,0,-7.3,94.3,0.5,1012.5
6069,17/01/2016,22,0,-7.5,95.7,0.8,1012.1
6069,17/01/2016,23,0,-7.6,96.1,1,1011.7
6069,18/01/2016,0,0,-7.7,96.1,1.1,1011.4
6069,18/01/2016,1,0,-7,96.1,1.6,1010.8
6069,18/01/2016,2,0,-6.3,96.1,1.5,1010.3
6069,18/01/2016,3,0,-6.4,95.6,1.2,1009.8
6069,18/01/2016,4,0,-5.9,95.5,1.3,1009.2
6069,18/01/2016,5,0,-5.4,96.6,1.4,1008.8
6069,18/01/2016,6,0,-4.5,97,1.8,1008.6
6069,18/01/2016,7,0,-3.5,97,2.5,1008.4
6069,18/01/2016,8,0,-3.2,97,2.4,1008.4
6069,18/01/2016,9,0,-2,97,2.6,1008.4
6069,18/01/2016,10,0,-1.3,97,1.9,1008.2
6069,18/01/2016,11,0,-1.3,97,1.3,1007.9
6069,18/01/2016,12,0,-1.1,97,1.8,1007.1
6069,18/01/2016,13,0.1,0.2,89.7,3.9,1006.8
6069,18/01/2016,14,0,0,87,2.7,1006.4
6069,18/01/2016,15,0,-0.2,91.9,2.4,1005.9
6069,18/01/2016,16,0,0,92.3,2.3,1005.5
6069,18/01/2016,17,0,-0.6,92.3,2.6,1005
6069,18/01/2016,18,0,-0.6,92.8,2.1,1004.6
6069,18/01/2016,19,0,0.4,86.9,3.3,1004.3
6069,18/01/2016,20,0,1.1,78.3,5,1004
6069,18/01/2016,21,0,1.1,76.9,4.6,1003.6
6069,18/01/2016,22,0,1,76,4.4,1003.1
6069,18/01/2016,23,0,0.8,77.4,4.6,1002.1
6069,19/01/2016,0,0,0.8,80.4,5.2,1001.3
6069,19/01/2016,1,0,0.3,82.9,5.6,1000.2
6069,19/01/2016,2,0,0,91.4,5.4,998.9
6069,19/01/2016,3,0,0.1,93,5,998
6069,19/01/2016,4,0.5,0.3,93.5,5.2,997.6
6069,19/01/2016,5,0.2,0.6,93.6,4.7,997.4
6069,19/01/2016,6,0,0.5,93.5,4.9,998
6069,19/01/2016,7,0,0,93.3,5.1,998.5
6069,19/01/2016,8,0,-0.2,93.4,3.9,998.8
6069,19/01/2016,9,0,-0.6,94.6,3.5,999.1
6069,19/01/2016,10,0,-1.3,95.3,3,999.4
6069,19/01/2016,11,0,-1.3,95.7,2.5,999.6
6069,19/01/2016,12,0,-0.9,96,2.4,999.8
6069,19/01/2016,13,0,-0.6,96.1,2.8,999.8
6069,19/01/2016,14,0,-0.6,96.2,2.4,999.7
6069,19/01/2016,15,0,-1.1,96.2,1.4,999.5
6069,19/01/2016,16,0,-2.1,96.2,0.9,999.5
6069,19/01/2016,17,0,-3.8,96.3,0.1,999.5
6069,19/01/2016,18,0,-5.1,96.3,0.2,999.6
6069,19/01/2016,19,0,-4.9,96.3,0.8,999.6
6069,19/01/2016,20,0,-4.9,96.3,0.6,999.7
6069,19/01/2016,21,0,-5.9,96.4,0.2,999.9
6069,19/01/2016,22,0,-7.8,96.5,0,1000.1
6069,19/01/2016,23,0,-8.2,96.5,0,1000.1
6069,20/01/2016,0,0,-8.7,96.2,0.1,1000.2
6069,20/01/2016,1,0,-9.7,95.5,0,1000.2
6069,20/01/2016,2,0,-10,95.5,0,1000.3
6069,20/01/2016,3,0,-10.3,95.4,0,1000.5
6069,20/01/2016,4,0,-10.5,95.4,0,1000.6
6069,20/01/2016,5,0,-10.6,95.4,0.1,1001.2
6069,20/01/2016,6,0,-9.3,95.4,0.2,1002
6069,20/01/2016,7,0,-7.8,96.5,0.2,1002.5
6069,20/01/2016,8,0,-8.7,96.6,0.1,1003
6069,20/01/2016,9,0,-8.6,96.1,0.1,1003.9
6069,20/01/2016,10,0,-7.4,96.5,0.1,1004.5
